code_name,type,from,to,Month_from,Day_from,time_from,Month_to,Day_to,time_to,Sum of Sum of f_price,Sum of Sum of fees,Sum of Sum of total_price
Vietjet,Eco,TP HCM,Phú Quốc,May,4,1899-12-30 04:00:00,May,4,1899-12-30 05:00:00,49000,645900,694900
Vietjet,Eco,Phú Quốc,TP HCM,May,4,1899-12-30 04:35:00,May,4,1899-12-30 05:40:00,49000,645900,694900
Vietjet,Eco,Vinh,TP HCM,May,4,1899-12-30 05:25:00,May,4,1899-12-30 07:15:00,49000,645900,694900
Vietjet,Eco,TP HCM,Đà Lạt,May,4,1899-12-30 05:30:00,May,4,1899-12-30 06:25:00,49000,645900,694900
Vietjet,Eco,Phú Quốc,TP HCM,May,4,1899-12-30 05:35:00,May,4,1899-12-30 06:40:00,49000,645900,694900
Vietjet,Eco,TP HCM,Phú Quốc,May,4,1899-12-30 05:35:00,May,4,1899-12-30 06:40:00,49000,645900,694900
Vietjet,Eco,TP HCM,Đà Nẵng,May,4,1899-12-30 05:35:00,May,4,1899-12-30 06:55:00,49000,645900,694900
Vietjet,Eco,TP HCM,Hải Phòng,May,4,1899-12-30 05:40:00,May,4,1899-12-30 07:40:00,49000,645900,694900
Vietjet,Eco,Hà Nội,Cần Thơ,May,4,1899-12-30 05:45:00,May,4,1899-12-30 07:55:00,49000,645900,694900
Vietjet,Eco,Hải Phòng,TP HCM,May,4,1899-12-30 05:55:00,May,4,1899-12-30 07:55:00,49000,645900,694900
Vietjet,Eco,TP HCM,Phú Quốc,May,4,1899-12-30 06:00:00,May,4,1899-12-30 07:00:00,49000,645900,694900
Vietjet,Eco,TP HCM,Đà Nẵng,May,4,1899-12-30 06:05:00,May,4,1899-12-30 07:25:00,49000,645900,694900
Vietjet,Eco,Cần Thơ,Hà Nội,May,4,1899-12-30 06:10:00,May,4,1899-12-30 08:20:00,49000,645900,694900
Vietjet,Eco,TP HCM,Hải Phòng,May,4,1899-12-30 06:50:00,May,4,1899-12-30 08:45:00,49000,645900,694900
Vietjet,Eco,Đà Lạt,TP HCM,May,4,1899-12-30 07:00:00,May,4,1899-12-30 07:50:00,49000,645900,694900
Vietjet,Eco,Phú Quốc,TP HCM,May,4,1899-12-30 07:15:00,May,4,1899-12-30 08:15:00,49000,645900,694900
Vietjet,Eco,TP HCM,Hải Phòng,May,4,1899-12-30 07:20:00,May,4,1899-12-30 09:20:00,49000,645900,694900
Vietjet,Eco,TP HCM,Đà Nẵng,May,4,1899-12-30 07:25:00,May,4,1899-12-30 08:45:00,49000,645900,694900
Vietjet,Eco,TP HCM,Phú Quốc,May,4,1899-12-30 07:30:00,May,4,1899-12-30 08:30:00,49000,645900,694900
Vietjet,Eco,Phú Quốc,TP HCM,May,4,1899-12-30 07:35:00,May,4,1899-12-30 08:40:00,49000,645900,694900
Vietjet,Eco,TP HCM,Đà Lạt,May,4,1899-12-30 07:40:00,May,4,1899-12-30 08:35:00,49000,645900,694900
Vietjet,Eco,TP HCM,Hải Phòng,May,4,1899-12-30 07:50:00,May,4,1899-12-30 09:50:00,49000,645900,694900
Vietjet,Eco,Huế,TP HCM,May,4,1899-12-30 08:20:00,May,4,1899-12-30 09:45:00,49000,645900,694900
Vietjet,Eco,Hải Phòng,TP HCM,May,4,1899-12-30 08:20:00,May,4,1899-12-30 10:20:00,49000,645900,694900
Vietjet,Eco,Hà Nội,Cần Thơ,May,4,1899-12-30 08:45:00,May,4,1899-12-30 10:55:00,49000,645900,694900
Vietjet,Eco,TP HCM,Đà Nẵng,May,4,1899-12-30 08:50:00,May,4,1899-12-30 10:10:00,49000,645900,694900
Vietjet,Eco,Phú Quốc,TP HCM,May,4,1899-12-30 09:05:00,May,4,1899-12-30 10:10:00,49000,645900,694900
Vietjet,Eco,TP HCM,Đà Nẵng,May,4,1899-12-30 09:10:00,May,4,1899-12-30 10:30:00,49000,645900,694900
Vietjet,Eco,Đà Lạt,TP HCM,May,4,1899-12-30 09:15:00,May,4,1899-12-30 10:10:00,49000,645900,694900
Vietjet,Eco,Hải Phòng,TP HCM,May,4,1899-12-30 09:15:00,May,4,1899-12-30 11:10:00,49000,645900,694900
Vietjet,Eco,TP HCM,Phú Quốc,May,4,1899-12-30 09:30:00,May,4,1899-12-30 10:30:00,49000,645900,694900
Vietjet,Eco,Vinh,TP HCM,May,4,1899-12-30 09:35:00,May,4,1899-12-30 11:40:00,49000,645900,694900
Vietjet,Eco,TP HCM,Hải Phòng,May,4,1899-12-30 09:40:00,May,4,1899-12-30 11:40:00,49000,645900,694900
Vietjet,Eco,Hải Phòng,TP HCM,May,4,1899-12-30 09:55:00,May,4,1899-12-30 11:55:00,49000,645900,694900
Vietjet,Eco,Vinh,TP HCM,May,4,1899-12-30 10:15:00,May,4,1899-12-30 12:00:00,49000,645900,694900
Vietjet,Eco,TP HCM,Phú Quốc,May,4,1899-12-30 10:25:00,May,4,1899-12-30 11:25:00,49000,645900,694900
Vietjet,Eco,TP HCM,Đà Nẵng,May,4,1899-12-30 10:25:00,May,4,1899-12-30 11:45:00,49000,645900,694900
Vietjet,Eco,Hải Phòng,TP HCM,May,4,1899-12-30 10:30:00,May,4,1899-12-30 12:25:00,49000,645900,694900
Vietjet,Eco,Đà Nẵng,TP HCM,May,4,1899-12-30 10:45:00,May,4,1899-12-30 12:10:00,49000,645900,694900
Vietjet,Eco,TP HCM,Hải Phòng,May,4,1899-12-30 10:55:00,May,4,1899-12-30 12:55:00,49000,645900,694900
Vietjet,Eco,Đà Nẵng,TP HCM,May,4,1899-12-30 11:00:00,May,4,1899-12-30 12:15:00,49000,645900,694900
Vietjet,Eco,Vinh,TP HCM,May,4,1899-12-30 11:10:00,May,4,1899-12-30 01:00:00,49000,645900,694900
Vietjet,Eco,TP HCM,Đà Nẵng,May,4,1899-12-30 11:10:00,May,4,1899-12-30 12:30:00,49000,645900,694900
Vietjet,Eco,Huế,TP HCM,May,4,1899-12-30 11:20:00,May,4,1899-12-30 12:45:00,49000,645900,694900
Vietjet,Eco,TP HCM,Hải Phòng,May,4,1899-12-30 11:45:00,May,4,1899-12-30 01:35:00,49000,645900,694900
Vietjet,Eco,Phú Quốc,TP HCM,May,4,1899-12-30 11:55:00,May,4,1899-12-30 01:05:00,49000,645900,694900
Vietjet,Eco,TP HCM,Phú Quốc,May,4,1899-12-30 11:55:00,May,4,1899-12-30 12:55:00,49000,645900,694900
Vietjet,Eco,TP HCM,Phú Quốc,May,4,1899-12-30 12:05:00,May,4,1899-12-30 01:05:00,49000,645900,694900
Vietjet,Eco,Hải Phòng,TP HCM,May,4,1899-12-30 12:20:00,May,4,1899-12-30 02:15:00,49000,645900,694900
Vietjet,Eco,TP HCM,Hải Phòng,May,4,1899-12-30 12:30:00,May,4,1899-12-30 02:30:00,49000,645900,694900
Vietjet,Eco,Vinh,TP HCM,May,4,1899-12-30 12:55:00,May,4,1899-12-30 02:45:00,49000,645900,694900
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Đà Lạt,TP HCM,April,2,1899-12-30 03:25:00,April,2,1899-12-30 04:20:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,2,1899-12-30 06:40:00,April,2,1899-12-30 07:45:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,3,1899-12-30 05:05:00,April,3,1899-12-30 06:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,3,1899-12-30 06:40:00,April,3,1899-12-30 07:45:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,4,1899-12-30 05:05:00,April,4,1899-12-30 06:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Đà Lạt,April,5,1899-12-30 01:40:00,April,5,1899-12-30 02:35:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,5,1899-12-30 05:05:00,April,5,1899-12-30 06:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Đà Lạt,TP HCM,April,6,1899-12-30 03:25:00,April,6,1899-12-30 04:20:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,6,1899-12-30 05:05:00,April,6,1899-12-30 06:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,6,1899-12-30 06:05:00,April,6,1899-12-30 07:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,6,1899-12-30 06:40:00,April,6,1899-12-30 07:45:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,6,1899-12-30 10:55:00,April,6,1899-12-30 12:00:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Đà Lạt,April,7,1899-12-30 01:40:00,April,7,1899-12-30 02:35:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Đà Lạt,TP HCM,April,7,1899-12-30 03:25:00,April,7,1899-12-30 04:20:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,7,1899-12-30 05:05:00,April,7,1899-12-30 06:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,8,1899-12-30 05:05:00,April,8,1899-12-30 06:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,8,1899-12-30 06:05:00,April,8,1899-12-30 07:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,8,1899-12-30 06:40:00,April,8,1899-12-30 07:45:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,8,1899-12-30 10:55:00,April,8,1899-12-30 12:00:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Đà Lạt,TP HCM,April,9,1899-12-30 03:25:00,April,9,1899-12-30 04:20:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,9,1899-12-30 06:40:00,April,9,1899-12-30 07:45:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Đà Lạt,April,10,1899-12-30 01:40:00,April,10,1899-12-30 02:35:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Đà Lạt,TP HCM,April,10,1899-12-30 03:25:00,April,10,1899-12-30 04:20:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,10,1899-12-30 05:05:00,April,10,1899-12-30 06:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,11,1899-12-30 05:05:00,April,11,1899-12-30 06:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,13,1899-12-30 01:00:00,April,13,1899-12-30 02:05:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,13,1899-12-30 02:45:00,April,13,1899-12-30 03:50:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,13,1899-12-30 05:05:00,April,13,1899-12-30 06:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,13,1899-12-30 06:05:00,April,13,1899-12-30 07:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,13,1899-12-30 06:40:00,April,13,1899-12-30 07:45:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,13,1899-12-30 10:55:00,April,13,1899-12-30 12:00:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,14,1899-12-30 01:00:00,April,14,1899-12-30 02:05:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,14,1899-12-30 02:45:00,April,14,1899-12-30 03:50:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,TP HCM,Phú Quốc,April,14,1899-12-30 05:05:00,April,14,1899-12-30 06:10:00,46000,645600,691600
Vietravel Airlines,Promo1 (P) - Vé không hoàn,Phú Quốc,TP HCM,April,14,1899-12-30 06:40:00,April,14,1899-12-30 07:45:00,46000,645600,691600
Vietjet,Eco,Đà Nẵng,Hà Nội,April,1,1899-12-30 09:45:00,April,1,1899-12-30 11:05:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,1,1899-12-30 10:35:00,April,1,1899-12-30 12:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,1,1899-12-30 11:35:00,April,1,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,2,1899-12-30 09:00:00,April,2,1899-12-30 10:20:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,2,1899-12-30 10:35:00,April,2,1899-12-30 12:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,2,1899-12-30 11:35:00,April,2,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,3,1899-12-30 07:30:00,April,3,1899-12-30 08:45:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,3,1899-12-30 08:35:00,April,3,1899-12-30 10:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,3,1899-12-30 09:30:00,April,3,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,3,1899-12-30 10:25:00,April,3,1899-12-30 11:45:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,3,1899-12-30 11:35:00,April,3,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,4,1899-12-30 04:25:00,April,4,1899-12-30 06:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,4,1899-12-30 12:30:00,April,4,1899-12-30 02:05:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,5,1899-12-30 04:55:00,April,5,1899-12-30 06:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,5,1899-12-30 05:10:00,April,5,1899-12-30 06:30:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,5,1899-12-30 06:15:00,April,5,1899-12-30 07:50:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,5,1899-12-30 08:35:00,April,5,1899-12-30 10:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,5,1899-12-30 09:20:00,April,5,1899-12-30 10:40:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,5,1899-12-30 09:30:00,April,5,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,6,1899-12-30 01:35:00,April,6,1899-12-30 02:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,6,1899-12-30 04:25:00,April,6,1899-12-30 06:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,6,1899-12-30 05:00:00,April,6,1899-12-30 06:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,6,1899-12-30 05:10:00,April,6,1899-12-30 06:30:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,6,1899-12-30 08:35:00,April,6,1899-12-30 10:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,6,1899-12-30 09:20:00,April,6,1899-12-30 10:40:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,6,1899-12-30 09:30:00,April,6,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,6,1899-12-30 11:35:00,April,6,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,7,1899-12-30 01:35:00,April,7,1899-12-30 02:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,7,1899-12-30 04:25:00,April,7,1899-12-30 06:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,7,1899-12-30 05:00:00,April,7,1899-12-30 06:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,7,1899-12-30 05:10:00,April,7,1899-12-30 06:30:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,7,1899-12-30 06:15:00,April,7,1899-12-30 07:50:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,7,1899-12-30 07:30:00,April,7,1899-12-30 08:45:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,7,1899-12-30 08:35:00,April,7,1899-12-30 10:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,7,1899-12-30 09:00:00,April,7,1899-12-30 10:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,7,1899-12-30 09:20:00,April,7,1899-12-30 10:40:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,7,1899-12-30 09:30:00,April,7,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,7,1899-12-30 09:45:00,April,7,1899-12-30 11:05:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,7,1899-12-30 10:35:00,April,7,1899-12-30 12:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,7,1899-12-30 11:35:00,April,7,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,8,1899-12-30 09:20:00,April,8,1899-12-30 10:40:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,8,1899-12-30 09:30:00,April,8,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,8,1899-12-30 09:45:00,April,8,1899-12-30 11:05:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,8,1899-12-30 10:35:00,April,8,1899-12-30 12:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,8,1899-12-30 11:35:00,April,8,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,9,1899-12-30 09:00:00,April,9,1899-12-30 10:20:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,9,1899-12-30 09:45:00,April,9,1899-12-30 11:05:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,9,1899-12-30 10:35:00,April,9,1899-12-30 12:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,9,1899-12-30 11:35:00,April,9,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,10,1899-12-30 06:10:00,April,10,1899-12-30 07:20:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,10,1899-12-30 07:30:00,April,10,1899-12-30 08:45:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,10,1899-12-30 08:35:00,April,10,1899-12-30 10:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,10,1899-12-30 09:00:00,April,10,1899-12-30 10:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,10,1899-12-30 09:30:00,April,10,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,10,1899-12-30 09:45:00,April,10,1899-12-30 11:05:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,10,1899-12-30 10:25:00,April,10,1899-12-30 11:45:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,10,1899-12-30 10:35:00,April,10,1899-12-30 12:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,10,1899-12-30 11:35:00,April,10,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,11,1899-12-30 06:10:00,April,11,1899-12-30 07:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,11,1899-12-30 08:35:00,April,11,1899-12-30 10:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,11,1899-12-30 09:20:00,April,11,1899-12-30 10:40:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,11,1899-12-30 09:30:00,April,11,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,12,1899-12-30 01:35:00,April,12,1899-12-30 02:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,12,1899-12-30 04:25:00,April,12,1899-12-30 06:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,12,1899-12-30 04:55:00,April,12,1899-12-30 06:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,12,1899-12-30 08:35:00,April,12,1899-12-30 10:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,12,1899-12-30 09:20:00,April,12,1899-12-30 10:40:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,12,1899-12-30 09:30:00,April,12,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,13,1899-12-30 01:35:00,April,13,1899-12-30 02:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,13,1899-12-30 04:25:00,April,13,1899-12-30 06:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,13,1899-12-30 05:00:00,April,13,1899-12-30 06:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,13,1899-12-30 05:10:00,April,13,1899-12-30 06:30:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,13,1899-12-30 07:55:00,April,13,1899-12-30 09:15:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,13,1899-12-30 08:35:00,April,13,1899-12-30 10:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,13,1899-12-30 09:00:00,April,13,1899-12-30 10:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,13,1899-12-30 09:20:00,April,13,1899-12-30 10:40:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,13,1899-12-30 09:30:00,April,13,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,13,1899-12-30 10:35:00,April,13,1899-12-30 12:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,13,1899-12-30 11:35:00,April,13,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,13,1899-12-30 12:30:00,April,13,1899-12-30 02:05:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,14,1899-12-30 01:35:00,April,14,1899-12-30 02:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,14,1899-12-30 04:25:00,April,14,1899-12-30 06:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,14,1899-12-30 05:00:00,April,14,1899-12-30 06:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,14,1899-12-30 05:10:00,April,14,1899-12-30 06:30:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,14,1899-12-30 07:30:00,April,14,1899-12-30 08:45:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,14,1899-12-30 07:55:00,April,14,1899-12-30 09:15:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,14,1899-12-30 08:35:00,April,14,1899-12-30 10:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,14,1899-12-30 09:00:00,April,14,1899-12-30 10:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,14,1899-12-30 09:20:00,April,14,1899-12-30 10:40:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,14,1899-12-30 09:30:00,April,14,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,14,1899-12-30 09:45:00,April,14,1899-12-30 11:05:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,14,1899-12-30 10:35:00,April,14,1899-12-30 12:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,14,1899-12-30 11:35:00,April,14,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,15,1899-12-30 04:25:00,April,15,1899-12-30 06:00:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,15,1899-12-30 05:00:00,April,15,1899-12-30 06:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,15,1899-12-30 05:10:00,April,15,1899-12-30 06:30:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,15,1899-12-30 08:35:00,April,15,1899-12-30 10:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,15,1899-12-30 09:00:00,April,15,1899-12-30 10:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,15,1899-12-30 09:20:00,April,15,1899-12-30 10:40:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,15,1899-12-30 09:30:00,April,15,1899-12-30 10:50:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,15,1899-12-30 09:45:00,April,15,1899-12-30 11:05:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,15,1899-12-30 10:35:00,April,15,1899-12-30 12:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,15,1899-12-30 11:35:00,April,15,1899-12-30 12:55:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,16,1899-12-30 05:00:00,April,16,1899-12-30 06:20:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,16,1899-12-30 09:00:00,April,16,1899-12-30 10:20:00,39000,644900,683900
Vietjet,Eco,Hà Nội,Đà Nẵng,April,16,1899-12-30 09:20:00,April,16,1899-12-30 10:40:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,16,1899-12-30 09:45:00,April,16,1899-12-30 11:05:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,16,1899-12-30 10:35:00,April,16,1899-12-30 12:00:00,39000,644900,683900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,16,1899-12-30 11:35:00,April,16,1899-12-30 12:55:00,39000,644900,683900
