code_name,type,from,to,Month_from,Day_from,time_from,Month_to,Day_to,time_to,Sum of Sum of f_price,Sum of Sum of fees,Sum of Sum of total_price
Vietjet,Eco,Hà Nội,Phú Quốc,April,3,1899-12-30 09:50:00,April,3,1899-12-30 11:55:00,1539000,764900,2303900
Vietjet,Eco,Phú Quốc,Hà Nội,April,4,1899-12-30 09:45:00,April,4,1899-12-30 11:50:00,1539000,764900,2303900
Vietjet,Eco,Phú Quốc,Hà Nội,April,12,1899-12-30 05:10:00,April,12,1899-12-30 07:15:00,1539000,764900,2303900
Vietjet,Eco,Hà Nội,Phú Quốc,April,29,1899-12-30 03:10:00,April,29,1899-12-30 05:15:00,1539000,764900,2303900
Vietjet,Eco,Hà Nội,Phú Quốc,April,29,1899-12-30 05:45:00,April,29,1899-12-30 07:50:00,1539000,764900,2303900
Vietjet,Eco,Hà Nội,Phú Quốc,April,29,1899-12-30 10:45:00,April,29,1899-12-30 12:50:00,1539000,764900,2303900
Vietjet,Eco,Hà Nội,Phú Quốc,May,1,1899-12-30 10:45:00,May,1,1899-12-30 12:50:00,1539000,764900,2303900
Vietjet,Eco,Phú Quốc,Hà Nội,May,2,1899-12-30 09:45:00,May,2,1899-12-30 11:50:00,1539000,764900,2303900
Vietjet,Eco,Phú Quốc,Hà Nội,May,3,1899-12-30 08:05:00,May,3,1899-12-30 10:10:00,1539000,764900,2303900
Pacific Airlines,Economy (EC)-Q,Hà Nội,Đà Lạt,April,1,1899-12-30 03:15:00,April,1,1899-12-30 05:00:00,1509000,771000,2280000
Pacific Airlines,Economy (EC)-Q,Đà Lạt,Hà Nội,April,3,1899-12-30 06:30:00,April,3,1899-12-30 08:55:00,1509000,771000,2280000
Pacific Airlines,Economy (EC)-Q,TP HCM,Hà Nội,April,4,1899-12-30 12:35:00,April,4,1899-12-30 03:10:00,1509000,771000,2280000
Pacific Airlines,Economy (EC)-Q,Đà Lạt,Hà Nội,April,12,1899-12-30 06:30:00,April,12,1899-12-30 08:55:00,1509000,771000,2280000
Pacific Airlines,Economy (EC)-Q,Hà Nội,Đà Lạt,April,29,1899-12-30 03:15:00,April,29,1899-12-30 05:00:00,1509000,771000,2280000
Pacific Airlines,Economy (EC)-Q,Hà Nội,TP HCM,April,29,1899-12-30 09:25:00,April,29,1899-12-30 11:30:00,1509000,771000,2280000
Pacific Airlines,Economy (EC)-Q,Hà Nội,TP HCM,April,29,1899-12-30 10:00:00,April,29,1899-12-30 12:05:00,1509000,771000,2280000
Pacific Airlines,Economy (EC)-Q,Hà Nội,Đà Lạt,April,30,1899-12-30 03:15:00,April,30,1899-12-30 05:00:00,1509000,771000,2280000
Pacific Airlines,Economy (EC)-Q,TP HCM,Hà Nội,April,30,1899-12-30 07:15:00,April,30,1899-12-30 09:15:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,April,1,1899-12-30 05:15:00,April,1,1899-12-30 07:20:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,April,2,1899-12-30 11:30:00,April,2,1899-12-30 01:45:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,April,3,1899-12-30 11:30:00,April,3,1899-12-30 01:45:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,April,5,1899-12-30 12:50:00,April,5,1899-12-30 03:05:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,April,9,1899-12-30 11:30:00,April,9,1899-12-30 01:45:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,April,12,1899-12-30 12:50:00,April,12,1899-12-30 03:05:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,April,14,1899-12-30 01:25:00,April,14,1899-12-30 03:40:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,April,14,1899-12-30 11:30:00,April,14,1899-12-30 01:45:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,April,20,1899-12-30 12:50:00,April,20,1899-12-30 03:05:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,April,22,1899-12-30 11:30:00,April,22,1899-12-30 01:45:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,April,24,1899-12-30 11:30:00,April,24,1899-12-30 01:45:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,April,25,1899-12-30 12:50:00,April,25,1899-12-30 03:05:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,April,26,1899-12-30 08:20:00,April,26,1899-12-30 10:35:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,April,30,1899-12-30 01:25:00,April,30,1899-12-30 03:40:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,May,1,1899-12-30 03:20:00,May,1,1899-12-30 05:35:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,May,1,1899-12-30 05:55:00,May,1,1899-12-30 08:10:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,May,1,1899-12-30 06:40:00,May,1,1899-12-30 08:55:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,May,1,1899-12-30 12:50:00,May,1,1899-12-30 03:05:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,May,2,1899-12-30 06:20:00,May,2,1899-12-30 08:35:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Hà Nội,Phú Quốc,May,2,1899-12-30 07:55:00,May,2,1899-12-30 10:10:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,May,4,1899-12-30 01:25:00,May,4,1899-12-30 03:40:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-N,Phú Quốc,Hà Nội,May,4,1899-12-30 09:35:00,May,4,1899-12-30 11:50:00,1509000,771000,2280000
Vietnam Airlines,Economy (EC)-Q,TP HCM,Hải Phòng,May,3,1899-12-30 04:55:00,May,3,1899-12-30 07:00:00,1509000,771000,2280000
Vietnam Airlines,Economy (EL)-A,TP HCM,Đà Nẵng,April,11,1899-12-30 06:25:00,April,11,1899-12-30 07:50:00,297000,1980000,2277000
Vietnam Airlines,Economy (EL)-A,Đà Nẵng,TP HCM,April,27,1899-12-30 07:45:00,April,27,1899-12-30 09:15:00,247000,1980000,2277000
Vietjet,Eco,Hà Nội,Đà Nẵng,April,4,1899-12-30 07:55:00,April,4,1899-12-30 09:15:00,938000,1335800,2273800
Bamboo Airways,Eco Smart,Quy Nhơn,Hà Nội,April,6,1899-12-30 05:45:00,April,6,1899-12-30 07:25:00,1500000,772000,2272000
Bamboo Airways,Eco Smart,Quy Nhơn,Hà Nội,April,21,1899-12-30 11:45:00,April,21,1899-12-30 01:25:00,1500000,772000,2272000
Bamboo Airways,Eco Smart,Quy Nhơn,Hà Nội,May,2,1899-12-30 05:45:00,May,2,1899-12-30 07:25:00,1500000,772000,2272000
Vietjet,Eco,Hà Nội,Nha Trang,April,1,1899-12-30 03:50:00,April,1,1899-12-30 05:40:00,1499000,760900,2259900
Vietjet,Eco,Hà Nội,Nha Trang,April,2,1899-12-30 07:35:00,April,2,1899-12-30 09:15:00,1499000,760900,2259900
Vietjet,Eco,Hà Nội,Đà Lạt,April,3,1899-12-30 01:40:00,April,3,1899-12-30 03:30:00,1499000,760900,2259900
Vietjet,Eco,Hà Nội,Nha Trang,April,10,1899-12-30 08:10:00,April,10,1899-12-30 10:00:00,1499000,760900,2259900
Vietjet,Eco,Nha Trang,Hà Nội,April,25,1899-12-30 11:10:00,April,25,1899-12-30 01:00:00,1499000,760900,2259900
Vietjet,Eco,Hà Nội,Đà Lạt,April,29,1899-12-30 01:40:00,April,29,1899-12-30 03:30:00,1499000,760900,2259900
Vietjet,Eco,Hà Nội,Đà Lạt,April,29,1899-12-30 06:05:00,April,29,1899-12-30 07:55:00,1499000,760900,2259900
Vietjet,Eco,Đà Lạt,Hà Nội,May,2,1899-12-30 09:10:00,May,2,1899-12-30 11:00:00,1499000,760900,2259900
Vietjet,Eco,Đà Lạt,Hà Nội,May,3,1899-12-30 09:10:00,May,3,1899-12-30 11:00:00,1499000,760900,2259900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,30,1899-12-30 12:30:00,April,30,1899-12-30 02:05:00,1479000,758900,2237900
Vietjet,Eco,Quy Nhơn,Hà Nội,May,2,1899-12-30 02:45:00,May,2,1899-12-30 04:25:00,1479000,758900,2237900
Vietravel Airlines,Sfleow (S) - Vé được hoàn,Đà Nẵng,TP HCM,April,18,1899-12-30 02:10:00,April,18,1899-12-30 03:30:00,1450000,756000,2206000
Vietjet,Eco,Hà Nội,Đà Nẵng,April,2,1899-12-30 01:35:00,April,2,1899-12-30 02:55:00,1424000,753400,2177400
Vietjet,Eco,Đà Nẵng,Hà Nội,April,4,1899-12-30 09:00:00,April,4,1899-12-30 10:20:00,1424000,753400,2177400
Vietjet,Eco,Hà Nội,Đà Nẵng,April,29,1899-12-30 05:00:00,April,29,1899-12-30 06:20:00,1424000,753400,2177400
Vietjet,Eco,TP HCM,Đà Nẵng,April,29,1899-12-30 06:15:00,April,29,1899-12-30 07:35:00,1424000,753400,2177400
Vietjet,Eco,Hà Nội,Đà Nẵng,April,29,1899-12-30 07:55:00,April,29,1899-12-30 09:15:00,1424000,753400,2177400
Vietjet,Eco,TP HCM,Huế,April,29,1899-12-30 09:10:00,April,29,1899-12-30 10:35:00,1424000,753400,2177400
Vietjet,Eco,Hà Nội,Đà Nẵng,April,30,1899-12-30 02:30:00,April,30,1899-12-30 03:50:00,1424000,753400,2177400
Vietjet,Eco,TP HCM,Huế,April,30,1899-12-30 06:40:00,April,30,1899-12-30 08:05:00,1424000,753400,2177400
Vietjet,Eco,TP HCM,Đà Nẵng,April,30,1899-12-30 11:10:00,April,30,1899-12-30 12:30:00,1424000,753400,2177400
Vietjet,Eco,Đà Nẵng,TP HCM,May,2,1899-12-30 05:10:00,May,2,1899-12-30 06:35:00,1424000,753400,2177400
Vietjet,Eco,Đà Nẵng,Hà Nội,May,2,1899-12-30 09:45:00,May,2,1899-12-30 11:05:00,1424000,753400,2177400
Bamboo Airways,Eco Smart,Hà Nội,Nha Trang,April,2,1899-12-30 01:45:00,April,2,1899-12-30 03:35:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,2,1899-12-30 03:00:00,April,2,1899-12-30 05:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Quy Nhơn,April,2,1899-12-30 07:40:00,April,2,1899-12-30 09:20:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Nha Trang,April,2,1899-12-30 12:15:00,April,2,1899-12-30 02:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,5,1899-12-30 07:00:00,April,5,1899-12-30 09:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Quy Nhơn,Hà Nội,April,8,1899-12-30 05:45:00,April,8,1899-12-30 07:25:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,9,1899-12-30 03:00:00,April,9,1899-12-30 05:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,10,1899-12-30 02:00:00,April,10,1899-12-30 04:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,10,1899-12-30 03:00:00,April,10,1899-12-30 05:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,13,1899-12-30 10:00:00,April,13,1899-12-30 12:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,15,1899-12-30 07:00:00,April,15,1899-12-30 09:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,16,1899-12-30 02:00:00,April,16,1899-12-30 04:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Đà Lạt,April,16,1899-12-30 05:55:00,April,16,1899-12-30 07:45:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,16,1899-12-30 07:00:00,April,16,1899-12-30 09:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Đà Lạt,Hà Nội,April,18,1899-12-30 08:00:00,April,18,1899-12-30 09:50:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,19,1899-12-30 12:50:00,April,19,1899-12-30 02:55:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Nha Trang,Hà Nội,April,20,1899-12-30 04:15:00,April,20,1899-12-30 06:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Quy Nhơn,Hà Nội,April,21,1899-12-30 04:20:00,April,21,1899-12-30 06:00:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,23,1899-12-30 07:00:00,April,23,1899-12-30 09:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,23,1899-12-30 10:00:00,April,23,1899-12-30 12:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,24,1899-12-30 07:00:00,April,24,1899-12-30 09:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,24,1899-12-30 10:00:00,April,24,1899-12-30 12:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Đà Lạt,Hà Nội,April,25,1899-12-30 08:00:00,April,25,1899-12-30 09:50:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,26,1899-12-30 09:50:00,April,26,1899-12-30 11:55:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,27,1899-12-30 10:00:00,April,27,1899-12-30 12:05:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Đà Lạt,April,28,1899-12-30 05:55:00,April,28,1899-12-30 07:45:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Đà Lạt,April,29,1899-12-30 05:30:00,April,29,1899-12-30 07:20:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Đà Lạt,April,29,1899-12-30 05:55:00,April,29,1899-12-30 07:45:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Quy Nhơn,April,30,1899-12-30 02:45:00,April,30,1899-12-30 04:25:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Đà Lạt,April,30,1899-12-30 05:30:00,April,30,1899-12-30 07:20:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Cần Thơ,April,30,1899-12-30 07:25:00,April,30,1899-12-30 09:25:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Đà Lạt,May,1,1899-12-30 05:55:00,May,1,1899-12-30 07:45:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Hà Nội,Nha Trang,May,1,1899-12-30 08:25:00,May,1,1899-12-30 10:15:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Đà Lạt,Hà Nội,May,2,1899-12-30 09:35:00,May,2,1899-12-30 11:25:00,1400000,762000,2162000
Bamboo Airways,Eco Smart,Đà Lạt,Hà Nội,May,3,1899-12-30 09:35:00,May,3,1899-12-30 11:25:00,1400000,762000,2162000
Vietravel Airlines,Ofleow (O) - Vé được hoàn,TP HCM,Hà Nội,April,14,1899-12-30 06:05:00,April,14,1899-12-30 08:10:00,1400000,751000,2151000
Vietravel Airlines,Ofleow (O) - Vé được hoàn,Hà Nội,TP HCM,April,18,1899-12-30 08:55:00,April,18,1899-12-30 11:25:00,1400000,751000,2151000
Vietravel Airlines,Ofleow (O) - Vé được hoàn,Hà Nội,TP HCM,April,25,1899-12-30 08:55:00,April,25,1899-12-30 11:25:00,1400000,751000,2151000
Bamboo Airways,Eco Saver,TP HCM,Vinh,April,1,1899-12-30 06:35:00,April,1,1899-12-30 08:30:00,608000,1344000,2142000
Bamboo Airways,Eco Saver,TP HCM,Vinh,April,3,1899-12-30 06:35:00,April,3,1899-12-30 08:30:00,608000,1344000,2142000
Vietjet,Eco,TP HCM,Hà Nội,April,3,1899-12-30 07:00:00,April,3,1899-12-30 09:10:00,818000,1323800,2141800
Vietjet,Eco,Vinh,TP HCM,April,5,1899-12-30 09:35:00,April,5,1899-12-30 11:40:00,818000,1323800,2141800
Vietjet,Eco,Hà Nội,Cần Thơ,April,8,1899-12-30 08:45:00,April,8,1899-12-30 10:55:00,708000,1323800,2141800
Vietjet,Eco,Đà Nẵng,Hà Nội,April,29,1899-12-30 07:40:00,April,29,1899-12-30 09:00:00,177000,1940700,2117700
Bamboo Airways,Eco Flex,Nha Trang,TP HCM,May,2,1899-12-30 02:45:00,May,2,1899-12-30 03:55:00,1350000,757000,2107000
Vietjet,Eco,Hà Nội,Phú Quốc,April,1,1899-12-30 10:45:00,April,1,1899-12-30 12:50:00,1359000,746900,2105900
Vietjet,Eco,Hà Nội,Phú Quốc,April,2,1899-12-30 02:15:00,April,2,1899-12-30 04:20:00,1359000,746900,2105900
Vietjet,Eco,Hà Nội,Phú Quốc,April,3,1899-12-30 10:45:00,April,3,1899-12-30 12:50:00,1359000,746900,2105900
Vietjet,Eco,Hà Nội,Phú Quốc,April,4,1899-12-30 05:45:00,April,4,1899-12-30 07:50:00,1359000,746900,2105900
Vietjet,Eco,Phú Quốc,Hà Nội,April,5,1899-12-30 05:10:00,April,5,1899-12-30 07:15:00,1359000,746900,2105900
Vietjet,Eco,Phú Quốc,Hà Nội,April,6,1899-12-30 05:10:00,April,6,1899-12-30 07:15:00,1359000,746900,2105900
Vietjet,Eco,Hà Nội,Phú Quốc,April,10,1899-12-30 05:45:00,April,10,1899-12-30 07:50:00,1359000,746900,2105900
Vietjet,Eco,Phú Quốc,Hà Nội,April,13,1899-12-30 05:10:00,April,13,1899-12-30 07:15:00,1359000,746900,2105900
Vietjet,Eco,Hà Nội,Cần Thơ,April,30,1899-12-30 08:45:00,April,30,1899-12-30 10:55:00,1359000,746900,2105900
Vietjet,Eco,Hà Nội,Phú Quốc,May,1,1899-12-30 05:45:00,May,1,1899-12-30 07:50:00,1359000,746900,2105900
Vietjet,Eco,Hà Nội,Phú Quốc,May,1,1899-12-30 09:50:00,May,1,1899-12-30 11:55:00,1359000,746900,2105900
Vietjet,Eco,Phú Quốc,Hà Nội,May,2,1899-12-30 08:05:00,May,2,1899-12-30 10:05:00,1359000,746900,2105900
Vietjet,Eco,Phú Quốc,Hà Nội,May,2,1899-12-30 08:05:00,May,2,1899-12-30 10:10:00,1359000,746900,2105900
Vietjet,SkyBoss,Vinh,TP HCM,April,1,1899-12-30 03:15:00,April,1,1899-12-30 05:00:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,TP HCM,April,1,1899-12-30 10:15:00,April,1,1899-12-30 12:25:00,1338000,744800,2082800
Vietjet,SkyBoss,TP HCM,Vinh,April,1,1899-12-30 12:50:00,April,1,1899-12-30 02:40:00,1338000,744800,2082800
Vietjet,SkyBoss,Thanh Hóa,TP HCM,April,2,1899-12-30 02:30:00,April,2,1899-12-30 04:25:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,2,1899-12-30 07:40:00,April,2,1899-12-30 09:25:00,1338000,744800,2082800
Vietjet,SkyBoss,Hải Phòng,TP HCM,April,2,1899-12-30 08:20:00,April,2,1899-12-30 10:20:00,1338000,744800,2082800
Vietjet,SkyBoss,Đà Lạt,Hà Nội,April,2,1899-12-30 10:00:00,April,2,1899-12-30 11:50:00,1338000,744800,2082800
Vietjet,SkyBoss,TP HCM,Hải Phòng,April,2,1899-12-30 10:55:00,April,2,1899-12-30 12:55:00,1338000,744800,2082800
Vietjet,SkyBoss,TP HCM,Thanh Hóa,April,2,1899-12-30 11:50:00,April,2,1899-12-30 01:50:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Đà Lạt,April,5,1899-12-30 01:05:00,April,5,1899-12-30 02:55:00,1338000,744800,2082800
Vietjet,SkyBoss,Đà Lạt,Hà Nội,April,5,1899-12-30 04:20:00,April,5,1899-12-30 06:10:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,5,1899-12-30 06:40:00,April,5,1899-12-30 08:30:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,5,1899-12-30 09:05:00,April,5,1899-12-30 10:55:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,6,1899-12-30 09:05:00,April,6,1899-12-30 10:55:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,7,1899-12-30 06:40:00,April,7,1899-12-30 08:30:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,7,1899-12-30 09:05:00,April,7,1899-12-30 10:55:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,8,1899-12-30 06:40:00,April,8,1899-12-30 08:30:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,8,1899-12-30 09:05:00,April,8,1899-12-30 10:55:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,9,1899-12-30 06:40:00,April,9,1899-12-30 08:30:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Đà Lạt,April,9,1899-12-30 07:35:00,April,9,1899-12-30 09:25:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,9,1899-12-30 09:05:00,April,9,1899-12-30 10:55:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,10,1899-12-30 06:40:00,April,10,1899-12-30 08:20:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,10,1899-12-30 09:05:00,April,10,1899-12-30 10:55:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,11,1899-12-30 06:40:00,April,11,1899-12-30 08:20:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,11,1899-12-30 09:05:00,April,11,1899-12-30 10:55:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,12,1899-12-30 08:50:00,April,12,1899-12-30 10:25:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,13,1899-12-30 06:40:00,April,13,1899-12-30 08:20:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,13,1899-12-30 08:50:00,April,13,1899-12-30 10:25:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,14,1899-12-30 06:40:00,April,14,1899-12-30 08:20:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,14,1899-12-30 08:50:00,April,14,1899-12-30 10:25:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,15,1899-12-30 06:40:00,April,15,1899-12-30 08:20:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,17,1899-12-30 09:05:00,April,17,1899-12-30 10:55:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,18,1899-12-30 06:40:00,April,18,1899-12-30 08:20:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,19,1899-12-30 06:40:00,April,19,1899-12-30 08:20:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,19,1899-12-30 08:50:00,April,19,1899-12-30 10:25:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,20,1899-12-30 06:40:00,April,20,1899-12-30 08:20:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,20,1899-12-30 08:50:00,April,20,1899-12-30 10:25:00,1338000,744800,2082800
Vietjet,SkyBoss,Hà Nội,Nha Trang,April,21,1899-12-30 06:40:00,April,21,1899-12-30 08:20:00,1338000,744800,2082800
Vietjet,SkyBoss,Nha Trang,Hà Nội,April,21,1899-12-30 08:50:00,April,21,1899-12-30 10:25:00,1338000,744800,2082800
Pacific Airlines,Economy (EG)-M,Phú Quốc,TP HCM,April,4,1899-12-30 01:35:00,April,4,1899-12-30 02:45:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Phú Quốc,TP HCM,April,4,1899-12-30 04:20:00,April,4,1899-12-30 05:25:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Đà Lạt,TP HCM,April,4,1899-12-30 05:00:00,April,4,1899-12-30 06:05:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Phú Quốc,TP HCM,April,4,1899-12-30 07:30:00,April,4,1899-12-30 08:30:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Phú Quốc,TP HCM,April,4,1899-12-30 11:20:00,April,4,1899-12-30 12:20:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Đà Lạt,TP HCM,April,4,1899-12-30 12:35:00,April,4,1899-12-30 01:30:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Phú Quốc,TP HCM,April,11,1899-12-30 04:20:00,April,11,1899-12-30 05:25:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Phú Quốc,TP HCM,April,11,1899-12-30 11:20:00,April,11,1899-12-30 12:20:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Đà Lạt,TP HCM,April,11,1899-12-30 12:35:00,April,11,1899-12-30 01:30:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Phú Quốc,TP HCM,April,18,1899-12-30 01:35:00,April,18,1899-12-30 02:45:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Phú Quốc,TP HCM,April,18,1899-12-30 04:20:00,April,18,1899-12-30 05:25:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Phú Quốc,TP HCM,April,25,1899-12-30 04:20:00,April,25,1899-12-30 05:25:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,Phú Quốc,TP HCM,April,25,1899-12-30 07:30:00,April,25,1899-12-30 08:30:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,TP HCM,Phú Quốc,April,29,1899-12-30 05:50:00,April,29,1899-12-30 06:55:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,TP HCM,Phú Quốc,April,30,1899-12-30 01:50:00,April,30,1899-12-30 02:55:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,TP HCM,Phú Quốc,April,30,1899-12-30 02:05:00,April,30,1899-12-30 03:10:00,1329000,753000,2082000
Pacific Airlines,Economy (EG)-M,TP HCM,Đà Lạt,April,30,1899-12-30 10:15:00,April,30,1899-12-30 11:20:00,1329000,753000,2082000
